1,2,3,4,5,6,7,8,9,10,11
0.035714286,0.166666667,0,0.464379007,0,0.030393558,0.2,0.012715909,0.133173077,0.288590604,0
0.285714286,0.666666667,0.166666667,0.671336975,0.4,0.178204962,0.2,0.108977273,0.179807692,0.44966443,0
0.142857143,0.5,0.166666667,0.581928283,0,0.129886998,0.2,0.081113636,0.074038462,0.322147651,0
0.714285714,0.833333333,0.333333333,0.830444075,0.6,0.808416677,0.2,0.568181818,0.125,0.510067114,0
0.071428571,0.5,0.083333333,0.560674424,0,0.88362125,0.2,0.463295455,0.184134615,0.255033557,0
0.142857143,0.666666667,0.208333333,0.56435526,0,0.048967398,0.2,0.772727273,0.346634615,0.22147651,0
0.107142857,0.333333333,0,0.464022797,0,0.053383556,0.2,0.568181818,0.126923077,0.10738255,0
0.357142857,0.666666667,0.333333333,0.442293992,0.2,0.00389661,0.2,0,0,0,0
0.25,0.5,0.25,0.431963904,0,0.00389661,0.2,0,0,0,0
0.714285714,0.666666667,0.083333333,0.80479696,0.2,0.09001169,0.2,0,0,0,0
0.357142857,0.5,0,0.642721444,0,0.002987401,0.2,0,0,0,0
0.25,0.5,0.083333333,0.486464023,0.4,0.309260943,0.2,0.568181818,0.078846154,0.073825503,0
0.071428571,0.333333333,0,0.478152458,0,0.187297052,0.2,0.579545455,0.904807692,0.241610738,0
0.928571429,1,0.25,0.990619805,0.4,0.053903104,0.6,0.236363636,1,0.771812081,0
0.142857143,0.666666667,0.083333333,0.616243173,0,0.073256267,0.2,0.214477273,0.350480769,0.234899329,0
0.285714286,0.5,0.083333333,0.541201615,0,0.032861411,0.2,0.120454545,0.216346154,0.214765101,0
0.285714286,0.666666667,0.333333333,0.594633104,0.6,0.00389661,0.2,0.037488636,0.361538462,0.147651007,0
0.107142857,0.5,0.25,0.474471622,0,0.016625536,0.2,0.014488636,0.304807692,0.268456376,0
0.928571429,0.833333333,0.208333333,0.620636428,0.4,0.252110664,0.2,0.433863636,0.330288462,0.463087248,0
0.214285714,0.5,0.041666667,0.759439563,0,0.548642681,0.2,0,0.394711538,0.248322148,0
0.571428571,0.666666667,0.083333333,0.700664925,0.2,0.079101182,0.2,0.568181818,0.043269231,0.308724832,0
0.285714286,0.333333333,0,0.532296367,0,0.073386154,0.2,0.568181818,0.191826923,0.120805369,0
0.071428571,0.166666667,0.041666667,0.315245785,0,0.0679309,0.2,0.568181818,0.08125,0.147651007,0
1,0.833333333,0.25,0.932795061,0.6,0.560072737,0.2,0.214772727,0.129807692,0.429530201,0
0.214285714,0.5,0.083333333,0.630372833,0,0.421223536,0.2,0.175,0.105769231,0.348993289,0
0.571428571,1,0.541666667,0.832225125,0.2,0.00389661,0,0.019318182,0.620192308,0.66442953,1
0.357142857,0.5,0,0.649608169,0,0.00389661,0,0.019318182,0.041346154,0.181208054,2
1,0.833333333,0.708333333,1,0.6,0.674892843,0,0.315568182,0.168269231,0.765100671,0
0.071428571,0.666666667,0.375,0.557468535,0,0.48811534,0,0.568181818,0.429807692,0.436241611,0
0.642857143,0.833333333,0.041666667,0.827475659,0.4,0.544226523,0,0.414545455,0.022596154,0.22147651,0
0,0.333333333,0,0.299928758,0,0.64995454,0,0.28625,0.018269231,0.087248322,0
0.428571429,0.5,0.083333333,0.588933745,0.4,0.023249773,1,0.504204545,0.030288462,0.161073826,0
0.071428571,0.333333333,0,0.456067442,0,0.033121185,1,0.568181818,0.168269231,0.281879195,0
0.642857143,0.666666667,0.208333333,0.479458561,0.2,0.023769321,0.2,0.45875,0.076923077,0.161073826,0
0.107142857,0.5,0,0.345523629,0,0.016365762,0.2,0.431818182,0.042788462,0.161073826,0
0.071428571,0.666666667,0.125,0.423889812,0.6,0.06533316,0.2,0.199659091,0.137019231,0.080536913,0
0.035714286,0.5,0.291666667,0.38720019,0,0.072347058,0.2,0.34375,0.178846154,0.053691275,0
0.142857143,0.666666667,0.125,0.262051769,0.2,0.031562541,0.2,0.125681818,0.242788462,0.187919463,0
0,0.333333333,0,0.143315127,0,0.00389661,0.2,0.089318182,0.054807692,0.100671141,0
0.357142857,0.666666667,0.166666667,0.648895749,0.2,0.00389661,0.2,0,0,0,0
0,0.333333333,0,0.24151033,0,0.008182881,0.2,0,0,0,0
1,0.666666667,0,0.90239848,0.4,0.00389661,0,0.440681818,0.015865385,0.590604027,0
0.035714286,0.166666667,0,0.428995488,0,0.00389661,0,0.568181818,0.091826923,0.194630872,0
0.285714286,0.833333333,0.541666667,0.457017336,1,0.014807118,0.2,0.064943182,0.065384615,0.033557047,0
0.25,0.5,0.291666667,0.355260033,0,0.00389661,0.2,0.031931818,0.03125,0.060402685,0
0.214285714,0.333333333,0.083333333,0.355260033,0,0.027665931,0,0.039693182,0.042307692,0.026845638,0
0.285714286,0.666666667,0.125,0.408691522,0,0.02987401,0.2,0.011920455,0.015865385,0.026845638,0
0.071428571,0.333333333,0.041666667,0.255046307,0,0.096246266,0.2,0.016363636,0.055769231,0.046979866,0
1,0.833333333,0.416666667,0.938375683,0.8,0.020652033,0.2,0.625,0.0875,0.355704698,0
0.035714286,0.666666667,0.25,0.521016386,0,0.155864398,0.2,0.602272727,0.032692308,0.11409396,0
0.785714286,1,0.416666667,0.707432914,0.4,0.749188206,0.2,0.3675,0.747115385,0.268456376,0
0.428571429,0.666666667,0.333333333,0.606388031,0,0.262631511,0.2,0.568181818,0.190384615,0.214765101,0
0.714285714,0.833333333,0.291666667,0.897174068,0.2,0.064553838,0.2,0.659090909,0.763942308,0.67114094,0
0.142857143,0.5,0.166666667,0.553075279,0,0.00389661,0.2,0.577272727,1,0.295302013,0
1,1,0.041666667,0.829256709,0.2,0.747499675,0.2,0,0,0,0
0,0.5,0,0.193659463,0,1,0.2,0,0,0,0
0.285714286,0.5,0,0.346473522,0.2,0.00389661,0.2,0.414772727,0.050480769,0.026845638,0
0,0.5,0,0.143433864,0,0.001935316,0.2,0.214886364,0.014519231,0.013422819,0
0.857142857,0.833333333,0,0.850748041,0.4,0.356150149,0.2,0,0,0,0
0.428571429,0.5,0,0.697815246,0,0.226522925,0.2,0,0,0,2
0,0.333333333,0,0.343030159,0,0.357968567,0.2,0,0,0,0
0.571428571,0.833333333,0.5,0.845761102,0.6,0.235615015,0,0.243636364,0.282211538,0.771812081,0
0.571428571,0.5,0.083333333,0.765376395,0,0.079231069,0,0.568181818,0.130288462,0.315436242,0
0.285714286,0.5,0.125,0.447518404,0.2,0.00389661,0.2,0.772727273,0.015865385,0.046979866,0
0,0.333333333,0,0.249228212,0,0.00389661,0.2,0.590909091,0.015865385,0.087248322,0
0.642857143,0.666666667,0.333333333,0.831868915,0.2,0.85374724,0.2,0,0,0,0
0.071428571,0.5,0.125,0.612681073,0,0.88362125,0.2,0.217840909,0.75625,0.724832215,0
0.285714286,0.333333333,0.166666667,0.613037283,0.2,0.00389661,0.2,0.237727273,0.203846154,0.234899329,0
0.035714286,0.166666667,0.083333333,0.494300641,0,0.00389661,0.2,0.178977273,0.364423077,0.402684564,0
0.642857143,0.666666667,0.125,0.868321064,0.4,0.064553838,0.2,0.568181818,0.501923077,0.872483221,0
0.214285714,0.5,0.125,0.428045595,0,0.00389661,0.2,0.568181818,0.021634615,0.060402685,0
0.785714286,1,0.875,0.979221088,0.4,0.00389661,0.2,0.007954545,0.458653846,0.838926174,0
0.071428571,0.5,0.291666667,0.539183092,0,0.00389661,0.2,0.007954545,0.437019231,0.711409396,0
1,1,0.208333333,0.792210876,0.4,0.39680478,0.2,0.177272727,0.0875,0.067114094,0
0.214285714,0.5,0.208333333,0.381500831,0,0.012599039,0.2,0.078409091,0.069230769,0.020134228,0
1,0.833333333,0.041666667,0.768819758,0.2,0.042732822,0.2,0,0,0,0
0.714285714,0.666666667,0,0.634053669,0.2,0.017145084,0.2,0.028409091,0.000769231,0.100671141,0
0.428571429,0.5,0,0.37093327,0,0.00389661,0.2,0,0.028846154,0.053691275,0
0.071428571,0.666666667,0.125,0.59724531,0.6,0.00389661,0.2,0.772727273,0.637980769,0.771812081,0
0.142857143,0.5,0.208333333,0.42151508,0,0.00389661,0.2,0.559772727,1,0.812080537,0
1,0.833333333,0.5,0.894205652,0.2,0.00389661,0.2,0,0,0,0
0.428571429,0.833333333,0.041666667,0.833293754,0.6,0.00389661,0.2,0,0,0,0
0,0.333333333,0.125,0.411184992,0,0.00389661,0.2,0,0,0,0
0.714285714,1,0.916666667,0.830800285,0.8,0.039615534,0.2,0.308181818,0.299038462,0.214765101,0
0.071428571,0.666666667,0.75,0.345998575,0,0.043771918,0.2,0.345568182,0.123076923,0.046979866,0
0.142857143,0.833333333,0.625,0.590714795,0.4,0.011559943,0.2,0.3875,0.114423077,0.355704698,2
0.107142857,0.5,0.458333333,0.686535265,0,0.00389661,0.2,0.522045455,0.035096154,0.228187919,0
0.214285714,0.333333333,0.125,0.592139634,0.8,0.522535394,0,1,0.397115385,0.375838926,0
0.071428571,0.166666667,0.125,0.389456186,0,0.546694376,0,0.688636364,0.038942308,0.11409396,0
0.642857143,0.833333333,0.75,0.554262645,0.6,0.232627614,0.2,0.400454545,0.679807692,0.436241611,0
0.035714286,0.333333333,0.416666667,0.345167419,0,0.176256657,0.2,0.568181818,0.022596154,0.11409396,0
0.357142857,0.666666667,0.083333333,0.735217288,0.2,0.107936096,0.6,0.636363636,0.015865385,0.315436242,0
0.142857143,0.333333333,0.208333333,0.395749228,0,0.097675023,0.2,0.522727273,0.015865385,0.060402685,0
0.642857143,1,0.416666667,0.828306815,0.8,0.621769061,0.2,0.007954545,0.732692308,0.523489933,2
0.142857143,0.666666667,0.5,0.523391118,0,0.020132485,0.2,0.007954545,0.161538462,0.167785235,0
0.285714286,0.833333333,0.416666667,0.838636903,0.6,0.88362125,0.2,0.355340909,1,0.838926174,0
0,0.166666667,0.208333333,0.388031346,0,0.88362125,0.2,0.397272727,0.126442308,0.409395973,0
0.357142857,0.333333333,0.041666667,0.613393493,0.2,0.091180673,0.2,0.171931818,0.049038462,0.228187919,0
0,0.166666667,0,0.143433864,0,0.108325757,0.2,0.007954545,0.015865385,0.026845638,0
0.428571429,0.833333333,0.333333333,0.795535502,0.4,0.88362125,0.2,0.261818182,0.619711538,0.677852349,0
0.071428571,0.333333333,0.166666667,0.368558537,0,0.88362125,0.2,0.568181818,0.136538462,0.060402685,0
1,1,0.75,0.82391356,0.8,0.00389661,0.2,0.568181818,0.077884615,0.127516779,0
0.5,1,0.708333333,0.555450012,0,0.00389661,0.2,0.568181818,0.085576923,0.174496644,0
0.357142857,0.333333333,0.208333333,0.664331513,0.2,0.143265359,0.6,0.007954545,0.080769231,0.476510067,0
0.035714286,0.166666667,0,0.51733555,0,0.053903104,0,0.007954545,0.096634615,0.348993289,0
0.642857143,1,0.208333333,0.850629304,0.8,0.88362125,0.2,0.568181818,0.305769231,0.67114094,0
0.214285714,0.833333333,0.25,0.510923771,0,0.88362125,0.2,0.568181818,0.526442308,0.382550336,0
0.321428571,0.5,0,0.67537402,0.2,0.88362125,0.2,0,0,0,0
0.071428571,0.166666667,0,0.538351935,0,0.260163658,0.2,0,0,0,0
0.214285714,0.5,0.375,0.605438138,0.4,0.144564229,0.2,0,0,0,0
0.071428571,0.333333333,0.083333333,0.495488008,0,0.036758021,0.2,0,0,0,0
1,0.666666667,0.416666667,0.927808122,0.4,0.88362125,0.2,0.260568182,0.223557692,0.731543624,0
0.071428571,0.333333333,0.041666667,0.430776538,0,0.643330303,0.2,0.303181818,0.044230769,0.120805369,0
0,0.333333333,0.166666667,0.374020423,0.6,0.00389661,0.2,0.568181818,0.074038462,0.234899329,0
0,0.166666667,0,0.143433864,0,0.00389661,0.2,0.390340909,0.015865385,0.026845638,0
1,0.833333333,0.125,0.85609119,0.6,0.060787115,0.2,0.298863636,0.125480769,0.32885906,0
0.785714286,0.666666667,0,0.748397055,0,0.133783608,0.2,0.294204545,0.089423077,0.32885906,0
0.285714286,0.666666667,0.041666667,0.599263833,0.2,0.032861411,0.2,0.024386364,0.177884615,0.201342282,0
0.142857143,0.5,0,0.372120636,0,0.050266268,0.2,0.067045455,0.150961538,0.134228188,0
0.5,0.666666667,0,0.79102351,0.2,0.023509547,0.2,0,0,0,0
0.107142857,0.333333333,0,0.539776775,0,0.029614236,0.2,0,0,0,0
0.071428571,0.5,0,0.478508668,0.2,0.88362125,0.2,0,0,0,0
0,0.166666667,0,0.405366896,0,0.096765814,0.2,0,0,0,0
0.214285714,0.833333333,0.125,0.589289955,0.6,0.88362125,0.6,0.852272727,0.121634615,0.308724832,0
0.035714286,0.666666667,0,0.189384944,0,0.090271464,0.6,0.625,0.015865385,0.020134228,0
0.285714286,0.666666667,0.083333333,0.558180955,0,0.068320561,0.2,0.273863636,0.090384615,0.161073826,0
0.035714286,0.166666667,0,0.277487533,0,0.00389661,0.2,0.173068182,0.024038462,0.053691275,0
0.428571429,0.833333333,0.041666667,0.726074567,0.4,0.84725289,0,0.41,0.113461538,0.261744966,0
0.142857143,0.5,0.083333333,0.493706958,0,0.679438888,0.2,0.416704545,0.059134615,0.268456376,0
0.071428571,0.666666667,0.208333333,0.490501069,0.2,0.88362125,0.2,0.353181818,0.037980769,0.234899329,0
0,0.333333333,0,0.267869865,0,0.88362125,0.2,0.253409091,0.015865385,0.10738255,0
0.714285714,0.833333333,0.375,0.777962479,0,0.00389661,0.2,0.007954545,0.932692308,0.395973154,0
0.035714286,0.5,0.208333333,0.251602945,0,0.00389661,0.2,0.007954545,0.040384615,0.040268456,0
0.285714286,0.5,0.125,0.698765139,0,0.218469931,0.2,0.568181818,0.415384615,0.510067114,0
0,0.5,0.083333333,0.350035621,0,0.040135082,0.2,0.568181818,0.201923077,0.147651007,0
0.035714286,0.5,0.125,0.558537165,0.2,0.88362125,0.2,0.057818182,0.166346154,0.697986577,0
0,0.333333333,0.125,0.296485395,0,0.040135082,0.2,0.568181818,0.201923077,0.147651007,0
0.428571429,0.5,0,0.595345524,0,0.164566827,0.2,0,0,0,0
0.357142857,0.666666667,0.333333333,0.758252197,0.4,0.00389661,0.2,0,0,0,0
0.5,0.666666667,0.208333333,0.831868915,0,0.00389661,0.2,0,0,0,0
0.214285714,0.666666667,0,0.564830207,0,0.410313028,0,0.378863636,0.054807692,0.234899329,0
0,0.333333333,0,0.296485395,0,0.362774386,0,0.005568182,0.012019231,0.147651007,0
0.071428571,0.5,0,0.53289005,0.2,0.00389661,0,0,0,0,0
0.071428571,0.333333333,0,0.4186654,0,0.006884011,0,0,0,0,0
0.142857143,0.666666667,0.041666667,0.46746616,0.2,0.00389661,0.2,0.007954545,0.015865385,0.134228188,0
0.035714286,0.5,0,0.289479934,0,0.006884011,0.2,0.007954545,0.034951923,0.120805369,0
0.714285714,0.833333333,0.166666667,0.789123724,0.4,0.110923497,0.2,0,0,0,0
0,0.166666667,0.125,0.205651864,0,0.017664632,0.2,0,0,0,0
0.714285714,1,0.416666667,0.901923534,0.2,0.88362125,0.2,0.009295455,1,0.536912752,0
0.714285714,0.666666667,0.666666667,0.792329613,0.2,0.064294064,0.2,0.008170455,0.185096154,0.536912752,0
0.071428571,0.666666667,0.125,0.54880076,0.6,0.113521237,0.2,0,0,0,0
0.214285714,0.666666667,0.166666667,0.661481833,0,0.05364333,0.2,0,0,0,0
0.178571429,0.666666667,0.041666667,0.537283306,0.2,0.305104559,0.2,0,0,0,0
0.035714286,0.166666667,0.125,0.491213488,0,0.145343551,0.2,0,0,0,0
0.071428571,0.666666667,0.083333333,0.357990976,0.6,0.00389661,0.2,0,0,0,0
0.071428571,0.5,0,0.332225125,0,0.00389661,0.2,0,0,0,0
0.428571429,0.5,0,0.581097127,0.4,0.876867126,0.2,0,0,0,0
0.214285714,0.5,0.291666667,0.459154595,0.2,0.195739706,0.2,0,0,0,0
0.071428571,0.333333333,0,0.425670862,0,0.129237563,0.2,0,0,0,2
0.107142857,0.333333333,0,0.452030397,0,0.08741395,0.2,0,0,0,0
0.071428571,0.666666667,0.416666667,0.609712657,0.8,0.717495779,0.2,0,0,0,0
0.107142857,0.333333333,0,0.59867015,0.2,0.222496428,0.2,0,0,0,0
0.071428571,0.5,0,0.59867015,0,0.028055592,0.2,0.007954545,0.307692308,0.214765101,0
0,0.166666667,0,0.59867015,0.8,0.014937005,0.2,0.007954545,0.331730769,0.10738255,0
0.214285714,0.833333333,0.125,0.59867015,0,0.760228601,0.2,0.104545455,0.191346154,0.463087248,0
0.035714286,0.666666667,0,0.59867015,0.6,0.88362125,0.2,0.182954545,0.183173077,0.33557047,0
0.285714286,0.666666667,0.083333333,0.59867015,0,0.00389661,0.2,0.007954545,0.015865385,0.026845638,0
0.035714286,0.166666667,0,0.59867015,0.2,0.00389661,0.2,0.007954545,0.021634615,0.046979866,0
0.428571429,0.833333333,0.041666667,0.59867015,0,0.252110664,0.2,0,0,0,0
0.071428571,0.666666667,0.208333333,0.59867015,0.8,0.035978699,0.2,0.282954545,0.228365385,0.845637584,0
0,0.333333333,0,0.59867015,0,0.018703728,0.2,0.568181818,0.055769231,0.194630872,0
0.714285714,0.833333333,0.375,0.59867015,0.6,0.025457852,0.2,0.139772727,0.180769231,0,0
0.035714286,0.5,0.208333333,0.59867015,0,0.025847513,0.2,0.189772727,0.178846154,0,0
0.285714286,0.5,0.125,0.59867015,0.2,0.091570334,0.2,0.239204545,0.154807692,0,0
0,0.333333333,0.125,0.59867015,0,0.07182751,0.2,0,0,0,0
1,0.666666667,0,0.59867015,0.2,0.015456553,0.2,0,0,0,0
0.428571429,0.5,0,0.59867015,0,0.009741525,0.2,0.568181818,0.065865385,0.416107383,0
0.357142857,0.666666667,0.333333333,0.59867015,0,0.034160281,0.2,0.536022727,0.015865385,0.134228188,0
0.5,0.666666667,0.208333333,0.59867015,0.4,0.399142746,0.2,0.127272727,0.089423077,0.080536913,0
0.035714286,0.5,0,0.578247447,0,0.213534225,0.2,0.176363636,0.105769231,0.134228188,0
0.107142857,0.5,0,0.9342199,0,0.88362125,0.2,0.197159091,0.091826923,0.154362416,0
0.214285714,0.666666667,0,0.755165044,0,0.88362125,0.2,0.204090909,0.015865385,0.11409396,0
0,0.333333333,0,0.359415816,0,0.88362125,0.2,0.187840909,0.028846154,0.100671141,0
0.607142857,0.833333333,0.291666667,0.832343861,0.2,0.079750617,0.2,0.147727273,0.114903846,0.32885906,0
0.321428571,0.666666667,0.083333333,0.622773688,0,0.089751916,0.2,0.120681818,0.051923077,0.201342282,0
0.071428571,0.5,0,0.370458323,1,0.879075205,0.2,0.007954545,0.132740385,0.308724832,0
0.071428571,0.333333333,0,0.663262883,0,0.800493571,0.2,0.007954545,0.072115385,0,0
0.142857143,0.666666667,0.041666667,0.606506768,0.6,0.669307702,0.2,0.007954545,0.080769231,0,0
0.035714286,0.5,0,0.815720731,0,0.098454345,0.2,0.185227273,0.009375,0.187919463,2
0.714285714,0.833333333,0.166666667,0.464379007,0.2,0.009481751,0.2,0.019318182,0.017403846,0.040268456,0
0.714285714,1,0.416666667,0.581928283,0,0.473308222,0.2,0,0,0,0
0.714285714,0.666666667,0.666666667,0.830444075,0.4,0.114040785,0.2,0.414318182,0.445192308,1,0
0.071428571,0.666666667,0.125,0.560674424,0,0.314326536,0.2,0.010454545,0.039423077,0.268456376,0
0.214285714,0.666666667,0.166666667,0.56435526,0.2,0.075594233,0.2,0.579545455,0.074038462,0.127516779,0
0.178571429,0.666666667,0.041666667,0.464022797,0,0.099623328,0.2,0.568181818,0.140384615,0.174496644,0
0.035714286,0.166666667,0.125,0.442293992,0.6,0.007013898,0.2,0.568181818,0.025,0.046979866,0
0.071428571,0.666666667,0.083333333,0.431963904,0,0.88362125,0,0.202159091,0.232211538,0.355704698,0
